gene_name	Spring_1	Spring_2	Spring_3	Spring_4	tHIO_1	tHIO_2	tHIO_3	Infant_1	Adult_1	Adult_2	Adult_3
AIFM2	272	159	173	151	84	123	158	200	496	236	471
AIFM3	25	30	25	13	7	9	14	32	66	56	60
AIG1	1352	2154	1347	989	372	1304	740	577	1094	763	1388
AIM1	1528	500	1507	942	100	380	694	1027	1808	1690	2734
AIM1L	141	86	323	152	6	149	54	37	992	386	1284
AIM2	0	1	0	0	2	0	0	24	29	34	42
AIMP1	758	840	743	605	240	428	454	641	862	635	890
AIMP2	325	405	228	245	128	227	277	207	462	324	573
AIP	701	1149	702	554	863	811	854	652	1029	650	829
AIPL1	0	0	0	0	0	0	0	0	0	0	0
AIRE	2	0	10	5	0	3	2	0	1	7	0
AJAP1	7	6	20	8	3	11	12	17	8	19	9
AJUBA	575	300	699	599	176	542	526	317	63	32	34
AK1	518	684	400	389	844	390	560	514	700	208	398
AK2	2032	2555	2133	1648	658	1427	1344	1641	2953	2023	2992
AK3	1510	1810	1398	1059	320	540	565	1062	1522	1517	1536
AK4	541	282	385	337	48	152	257	424	88	117	39
AK5	32	18	15	28	10	31	12	67	27	23	14
AK7	19	10	15	6	1	6	11	12	25	12	9
AK8	70	228	142	81	72	137	34	19	8	6	2
AKAP1	3750	1946	3105	2343	618	1803	2232	2122	2552	1978	2712
AKAP10	552	445	350	338	128	119	174	411	379	276	313
AKAP11	669	365	606	545	90	186	255	828	404	447	442
AKAP12	2152	745	3802	4965	1795	1664	2004	4123	1273	2096	687
AKAP13	2495	358	1765	1712	583	632	1093	2156	2416	3758	3689
AKAP14	1	4	2	2	12	0	0	2	2	2	2
AKAP17A	1	0	1	1	0	0	1	0	2	0	1
AKAP2	8	3	6	5	1	0	2	9	3	13	5
AKAP3	10	8	11	9	2	6	2	20	17	10	18
AKAP4	1	0	3	1	0	3	0	0	0	0	0
AKAP5	101	64	78	94	15	24	52	85	41	25	45
AKAP6	162	50	227	230	71	80	131	529	200	183	163
AKAP7	678	749	722	429	40	129	154	300	359	317	194
AKAP8	747	432	664	529	275	372	437	558	632	530	576
AKAP8L	917	464	1073	519	438	758	766	761	787	707	519
AKAP9	2387	830	2319	2081	266	730	642	1333	3062	2781	3632
AKD1	128	91	95	83	7	21	40	73	65	54	57
AKIP1	293	357	208	196	198	188	279	310	234	161	218
AKIRIN1	1006	988	1181	872	250	567	549	722	800	638	824
AKIRIN2	714	577	577	491	339	409	482	529	440	448	432
AKIRIN2-AS1	32	13	25	33	15	6	9	19	17	14	30
AKNA	535	89	262	231	325	253	374	1059	1077	1340	1588
AKNAD1	1	6	3	1	0	0	0	0	0	2	0
AKR1A1	3297	5248	3019	2663	1385	2373	2464	1990	5155	2973	4773
AKR1B1	373	480	260	265	380	348	313	578	669	471	482
AKR1B10	3081	4077	2586	2474	558	961	719	2026	13490	8081	20903
AKR1B15	4	32	1	3	3	2	5	0	29	11	68
AKR1C1	1628	2701	1656	964	370	792	835	599	699	273	421
AKR1C2	836	1118	480	315	133	216	250	163	206	144	135
AKR1C3	1284	2132	886	780	232	496	487	1159	4157	2059	4302
AKR1C4	32	39	13	17	1	2	2	4	18	22	23
AKR1CL1	0	4	0	0	0	0	0	0	0	0	0
AKR1D1	3	3	6	4	0	8	1	1	0	0	1
AKR1E2	8	3	9	4	8	6	4	17	14	14	4
AKR7A2	1449	1913	1349	1189	920	1319	1221	1029	1823	1470	2166
AKR7A2P1	2	4	3	3	1	2	0	3	6	2	4
AKR7A3	122	85	25	39	21	10	28	592	5846	4365	8761
AKR7L	19	14	20	21	2	4	6	172	740	737	744
AKT1	3611	1883	2733	2738	2145	2303	3177	2864	2420	2011	2458
AKT1S1	1253	904	1039	1056	1319	1282	1477	980	1042	622	999
AKT2	1820	1472	1751	1613	1883	1660	1949	1715	1380	1262	1448
AKT3	421	152	423	460	228	143	208	1269	400	455	277
AKTIP	122	143	111	122	56	40	58	158	251	151	190
ALAD	1569	984	1171	960	524	636	837	1157	1377	1188	1762
ALAS1	1316	1166	1117	943	413	951	795	836	1796	1121	2201
ALAS2	7	10	1	1	4	1	2	48	14	20	7
ALB	6874	776	22	21	20	630	846	1	0	79	0
ALCAM	923	619	419	742	475	262	366	721	809	836	829
ALDH16A1	1073	605	880	708	406	851	887	885	1223	1102	1196
ALDH18A1	4526	2848	4643	3923	1232	2015	2671	1770	4092	2696	4247
ALDH1A1	6567	5410	6885	5500	3640	1645	4828	4941	8009	5594	8824
ALDH1A2	1393	1259	421	352	112	124	280	432	30	35	12
ALDH1A3	291	373	358	636	244	212	250	1804	979	1476	856
ALDH1B1	4051	3466	3985	5110	1982	3634	4811	2407	1134	863	1563
ALDH1L1	710	845	1164	797	133	713	397	423	2	3	1
ALDH1L2	78	33	112	136	147	29	70	269	40	95	99
ALDH2	4424	3634	2934	2475	1121	1660	2143	3709	5994	4512	6024
ALDH3A1	98	48	36	26	3	20	32	18	143	58	135
ALDH3A2	1948	1498	1747	1443	447	884	1089	1583	3957	2147	4152
ALDH3B1	667	489	548	425	180	328	193	362	1295	815	1361
ALDH3B2	2	0	0	0	0	0	0	1	0	0	0
ALDH4A1	217	90	164	178	183	146	159	251	74	51	58
ALDH5A1	1030	458	838	773	123	457	473	559	636	521	865
ALDH6A1	269	121	282	222	80	137	175	266	643	659	661
ALDH7A1	557	446	498	416	200	223	359	418	386	297	373
ALDH8A1	6	3	9	5	0	5	2	5	4	14	9
ALDH9A1	1641	1659	1557	1202	448	748	870	1470	2213	1723	2334
ALDOA	9550	9513	10677	7849	7316	7839	7726	9102	14248	9280	13513
ALDOB	34346	75743	101644	68644	12863	29647	4246	36703	253375	161430	343348
ALDOC	120	218	284	182	52	224	101	193	993	484	919
ALG1	346	313	227	225	148	228	260	217	251	158	249
ALG10	49	49	29	39	4	17	28	33	20	20	31
ALG10B	70	71	54	65	10	14	27	69	57	45	69
ALG11	106	65	90	59	24	35	25	57	60	63	105
ALG12	819	695	704	595	390	606	713	405	614	479	718
ALG13	390	524	343	284	91	176	176	336	411	358	378
ALG14	304	493	291	228	106	161	140	143	279	182	243
ALG1L	6	1	1	1	6	4	3	1	3	0	0
ALG1L2	0	0	1	0	1	0	0	1	1	0	0
ALG2	718	715	598	491	309	557	579	401	529	426	643
ALG3	799	771	650	659	334	762	916	440	653	398	626
ALG5	690	1256	606	491	237	323	450	453	674	381	628
ALG6	128	135	113	107	10	28	44	102	143	85	136
ALG8	437	463	337	248	107	172	331	261	390	231	362
ALG9	616	526	573	441	159	249	265	318	358	270	422
ALK	0	0	1	1	0	0	1	28	7	11	2
ALKBH1	242	280	158	155	116	162	178	151	169	117	215
ALKBH2	188	259	146	112	184	145	191	132	120	123	120
ALKBH3	499	572	389	371	247	213	272	273	331	226	363
ALKBH4	231	244	216	151	225	276	258	181	178	114	200
ALKBH5	2001	1294	1845	1344	786	1294	1405	1628	1668	1290	1672
ALKBH6	135	160	125	89	144	138	144	136	133	106	121
ALKBH7	1540	3429	1505	1111	1668	2208	2022	1019	2201	1152	2383
ALKBH8	161	104	132	98	53	42	75	140	77	80	87
ALLC	0	0	0	0	3	0	0	1	0	0	0
ALMS1	458	104	550	416	138	298	312	445	276	297	352
ALMS1P	2	0	2	3	1	3	0	4	2	2	1
ALOX12	31	22	28	26	27	22	23	28	25	24	23
ALOX12B	29	21	19	28	0	35	30	6	9	11	10
ALOX12P2	19	16	15	23	12	6	16	4	3	5	6
ALOX15	0	0	1	1	3	3	0	182	25	20	52
ALOX15B	0	0	1	0	0	8	3	6	10	25	44
ALOX15P1	1	6	1	1	1	2	2	3	2	1	3
ALOX5	226	99	48	49	12	49	109	558	311	423	306
ALOX5AP	72	56	26	30	45	6	31	401	323	261	420
ALOXE3	1	0	0	0	0	1	0	0	1	0	3
ALPI	1275	1733	3264	3456	128	2173	189	1687	14975	7280	18836
ALPK1	333	151	344	182	64	145	91	260	273	209	189
ALPK2	12	11	6	6	3	1	2	17	18	11	15
ALPK3	845	96	505	369	327	370	617	615	134	153	90
ALPL	67	38	65	46	74	35	8	169	82	124	51
ALPP	0	0	0	0	0	0	0	0	0	0	0
ALPPL2	2	0	0	0	0	0	0	0	0	0	2
ALS2	596	323	648	497	88	209	284	449	444	399	549
ALS2CL	641	235	493	278	92	312	285	358	631	691	509
ALS2CR11	0	0	0	0	0	0	0	4	0	4	0
ALS2CR12	2	0	0	0	0	2	1	5	0	3	5
ALS2CR8	139	163	108	70	33	50	50	110	80	90	59
ALX1	0	1	1	3	0	9	3	0	2	2	0
ALX3	29	4	53	34	9	12	20	39	20	51	29
ALX4	4	3	1	1	0	2	2	0	0	0	0
ALYREF	735	868	624	505	343	464	608	617	679	436	570
AMACR	240	239	131	136	19	79	107	61	23	43	55
AMBN	0	0	0	0	0	0	0	0	0	0	0
AMBP	454	787	519	458	109	1494	369	26	24	14	30
AMBRA1	948	421	717	699	298	440	533	614	626	539	719
AMD1	1219	1423	1061	962	168	353	478	730	788	645	1021
AMDHD1	21	24	28	16	1	11	4	3	12	5	5
AMDHD2	498	629	617	402	246	605	333	290	450	267	357
AMELX	0	0	0	0	0	1	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0
AMFR	2983	3291	3043	2466	721	1539	1255	1777	3078	2025	3653
AMH	167	107	226	111	105	153	199	6	30	22	15
AMHR2	2	7	33	6	0	50	26	1	3	3	8
AMICA1	32	38	28	28	5	35	17	1032	1000	854	915
AMIGO1	106	72	77	91	61	60	84	139	100	129	203
AMIGO2	817	518	584	754	382	274	468	617	165	191	110
AMIGO3	98	32	64	91	80	91	89	66	50	69	61
AMMECR1	257	129	149	166	20	43	92	154	157	113	129
AMMECR1L	578	378	527	451	196	243	364	431	425	367	438
AMN	6844	8218	6753	4559	1458	6785	4883	3115	9497	3937	8981
AMN1	76	99	67	57	19	21	29	72	62	43	55
AMOT	782	236	590	557	88	190	425	413	246	226	259
AMOTL1	1262	416	1279	1555	578	705	919	2286	623	568	389
AMOTL2	1274	506	776	1173	571	375	701	909	275	288	306
AMPD1	0	0	0	0	0	0	0	0	194	230	238
AMPD2	1073	417	1088	752	820	865	1025	789	1125	937	1001
AMPD3	66	38	80	79	12	47	53	269	212	136	222
AMPH	183	99	121	237	134	60	94	246	25	34	14
AMT	595	549	571	403	190	279	447	474	662	511	526
AMTN	0	0	0	0	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0	0
AMY2A	1	0	0	0	0	0	0	0	0	0	0
AMY2B	46	50	37	25	4	6	19	60	60	110	39
AMZ1	5	4	5	1	3	6	5	6	3	5	0
AMZ2	634	722	508	471	426	405	553	612	530	475	564
AMZ2P1	153	178	194	124	163	114	162	179	125	106	74
ANAPC1	402	142	343	297	45	129	257	308	247	214	280
ANAPC10	87	136	55	59	59	58	63	92	60	35	57
ANAPC11	872	1597	657	604	877	691	876	661	756	467	705
ANAPC13	729	839	594	495	345	311	447	501	533	464	499
ANAPC16	1247	1865	1184	861	413	525	634	1303	1581	1342	1862
ANAPC2	712	477	667	551	332	559	644	540	599	464	570
ANAPC4	389	296	327	212	55	91	134	295	295	292	286
ANAPC5	2746	3668	2032	1827	721	950	1245	1499	1673	1386	1624
ANAPC7	727	669	607	545	328	374	638	677	599	449	529
ANG	405	649	250	163	99	258	279	166	374	302	519
ANGEL1	500	327	348	308	118	273	272	360	253	300	251
ANGEL2	315	270	261	186	92	115	143	266	219	213	256
ANGPT1	130	179	132	116	104	39	141	183	42	56	45
ANGPT2	92	222	30	25	11	6	32	92	52	57	38
ANGPT4	1	0	0	1	0	0	0	1	1	0	0
ANGPTL1	227	578	277	342	571	199	108	1668	429	421	216
ANGPTL2	2150	1141	1865	2515	4251	1783	4367	2764	997	882	540
ANGPTL3	5	3	7	2	0	7	0	0	4	1	0
ANGPTL4	230	122	303	287	1418	403	115	53	779	450	577
ANGPTL5	0	0	0	0	3	0	0	0	0	2	1
ANGPTL6	136	165	167	194	324	370	228	58	57	28	42
ANGPTL7	0	2	9	3	10	6	0	13	57	50	7
ANK1	23	8	16	11	2	9	5	35	21	19	3
ANK2	301	187	438	463	167	186	69	1209	334	612	250
ANK3	2137	971	1819	1633	223	622	582	792	1656	1650	2367
ANKAR	28	23	23	20	5	9	12	22	34	17	24
ANKDD1A	29	27	41	28	37	25	8	59	29	51	36
ANKFN1	0	1	0	0	0	0	0	0	1	1	1
ANKFY1	1366	542	1214	1016	277	366	693	1072	899	864	833
ANKH	2633	1629	2183	1917	593	1504	1462	1041	1796	1721	2989
ANKHD1	77	35	73	50	39	33	39	72	102	78	95
ANKHD1-EIF4EBP3	16	14	20	17	3	16	17	9	24	11	20
ANKIB1	1064	681	859	780	211	269	401	678	631	673	846
ANKK1	3	5	4	1	2	3	1	0	7	2	8
ANKLE1	10	13	10	3	8	6	8	18	8	4	2
ANKLE2	1088	624	1012	664	261	567	609	729	831	716	950
ANKMY1	125	58	96	71	43	84	86	71	106	66	107
ANKMY2	748	716	712	521	166	279	320	518	489	367	479
ANKRA2	347	525	360	266	117	155	193	226	275	222	304
ANKRD1	3	0	0	0	2	0	1	0	0	0	0
ANKRD10	953	954	911	619	222	437	527	864	1177	987	814
ANKRD11	1887	398	1857	1642	826	1125	1398	1517	1110	1075	1700
ANKRD12	506	179	521	495	106	143	205	633	653	549	829
ANKRD13A	1031	699	1036	861	389	466	535	952	791	700	981
ANKRD13B	106	70	139	134	227	125	160	162	50	46	32
ANKRD13C	375	277	350	305	134	189	223	365	322	291	389
ANKRD13D	376	270	349	246	416	385	382	463	258	207	180
ANKRD16	98	61	88	63	90	75	96	153	128	103	123
ANKRD17	1639	404	1787	1226	335	686	1148	1435	1008	1149	1663
ANKRD18A	9	11	8	6	1	1	4	9	10	13	10
ANKRD18B	0	0	0	0	0	0	0	0	0	0	0
ANKRD18DP	0	0	0	0	0	0	0	0	0	0	2
ANKRD19P	22	15	24	13	15	12	15	20	20	12	7
ANKRD2	1	0	1	0	0	0	0	0	0	1	0
ANKRD20A1	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0	0	1	1	0	1
ANKRD20A2	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A4	5	2	1	3	0	0	5	3	5	2	1
ANKRD20A5P	1	0	0	0	0	0	0	8	5	9	4
ANKRD20A8P	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A9P	18	13	20	7	0	0	4	8	11	10	13
ANKRD22	114	58	41	37	4	4	23	50	96	86	128
ANKRD23	46	31	48	19	34	36	35	62	47	51	28
ANKRD24	33	3	22	18	14	13	11	31	40	55	28
ANKRD26	98	51	140	96	25	54	97	133	77	86	85
ANKRD26P1	0	0	0	0	0	0	0	0	0	0	0
ANKRD26P3	0	0	0	0	0	0	0	1	0	0	0
ANKRD27	730	547	632	536	124	336	466	691	668	527	660
ANKRD28	741	237	511	411	63	169	209	468	504	507	665
ANKRD29	18	17	4	10	1	3	0	94	37	28	17
ANKRD30A	0	0	0	0	0	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0	0	0	1	0	0
ANKRD30BL	1	0	0	0	0	2	0	0	0	1	0
ANKRD30BP2	0	0	0	0	0	0	0	0	0	0	0
ANKRD31	0	3	1	0	0	0	1	1	14	2	10
ANKRD32	57	43	110	67	10	29	56	63	104	90	149
ANKRD33	0	0	0	0	1	0	1	0	1	0	0
ANKRD33B	13	8	8	8	8	8	7	81	47	74	37
ANKRD34A	13	15	26	17	43	28	26	46	43	41	16
ANKRD34B	0	0	0	0	0	0	0	3	0	1	0
ANKRD34C	0	0	0	0	0	0	0	1	0	2	0
ANKRD35	46	59	60	74	73	52	50	129	30	32	23
ANKRD36	13	11	18	22	7	22	9	22	11	15	17
ANKRD36B	14	7	13	2	5	6	8	13	5	11	11
ANKRD36BP1	65	15	32	51	12	5	27	52	38	33	39
ANKRD36BP2	1	2	2	2	0	0	3	3	105	103	49
ANKRD37	13	12	61	15	14	7	10	26	34	32	16
ANKRD39	114	167	90	87	133	150	108	132	139	95	121
ANKRD40	885	523	661	685	322	425	516	1007	574	528	651
ANKRD42	106	38	82	73	21	44	38	83	97	82	94
ANKRD44	70	32	90	95	35	30	63	254	197	151	187
ANKRD45	4	4	9	6	4	1	4	7	2	3	0
ANKRD46	233	276	258	152	35	83	85	185	205	158	237
ANKRD49	263	274	217	142	73	124	126	181	206	168	171
ANKRD5	278	132	116	109	10	48	101	82	97	94	232
ANKRD50	718	200	563	623	219	245	454	788	193	207	158
ANKRD52	1399	270	1281	1164	508	827	1004	1069	889	897	1123
ANKRD53	14	4	24	25	33	20	20	25	29	24	23
ANKRD54	429	444	525	332	291	464	402	335	425	236	401
ANKRD55	0	0	1	0	2	0	0	19	2	2	5
ANKRD6	121	69	64	73	134	72	84	110	55	42	30
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0	1	0	1	0
ANKRD63	0	0	1	0	1	0	0	6	1	0	0
ANKRD65	44	50	52	39	89	55	45	173	85	41	59
ANKRD7	0	0	0	0	0	0	0	0	0	0	0
ANKRD9	1052	687	1178	755	430	1130	794	536	1757	826	1742
ANKS1A	1529	424	1406	1363	480	808	979	1526	893	980	888
ANKS1B	16	11	18	33	14	9	13	45	8	11	6
ANKS3	250	182	239	166	238	164	216	185	165	152	151
ANKS4B	1253	1044	1124	934	159	874	674	552	1650	1086	2389
ANKS6	626	315	613	507	238	390	509	397	569	338	432
ANKUB1	0	0	0	0	0	0	1	0	1	0	0
ANKZF1	564	372	581	306	176	369	401	489	578	548	465
ANLN	604	407	739	1149	115	224	367	701	95	53	85
ANO1	2301	578	939	1072	1628	734	2427	892	98	105	44
ANO10	957	863	1141	995	215	345	437	920	2673	1698	3309
ANO2	6	11	12	8	5	3	5	55	17	43	15
ANO3	59	74	23	10	3	4	15	3	6	19	4
ANO4	144	137	126	170	74	37	31	6	36	20	20
ANO5	170	140	262	170	16	60	31	88	162	144	144
ANO6	1835	1125	2016	2429	693	772	1052	2732	2863	2452	2697
ANO7	163	62	99	64	14	31	32	141	250	278	189
ANO8	275	71	186	138	129	130	131	222	187	181	139
ANO9	2213	1380	3039	1696	315	1693	1233	1102	3307	2822	2144
ANP32A	1848	1192	1807	1322	511	1074	1303	1354	1287	884	1262
ANP32A-IT1	3	0	3	1	0	2	2	2	2	3	2
ANP32AP1	15	9	7	14	8	14	10	10	10	5	10
ANP32B	1978	1628	2320	1607	830	1416	1858	1692	2397	1637	1943
ANP32C	37	23	51	38	16	22	36	40	35	23	36
ANP32D	1	0	0	0	0	0	1	0	1	0	1
ANP32E	377	172	423	472	93	169	252	516	378	317	370
ANPEP	83598	81956	75131	53622	19429	43173	45099	32463	159098	119227	196228
ANTXR1	2770	1400	2505	2886	4192	1207	2624	3309	1176	1137	880
ANTXR2	1785	924	1709	1630	870	539	1076	2918	1567	1306	1593
ANTXRL	0	0	0	0	0	0	0	0	0	0	0
ANXA1	528	1215	507	351	1230	162	478	955	836	831	606
ANXA10	2529	482	225	368	177	14	130	29	0	0	0
ANXA11	5522	4261	3953	3471	3100	3144	3877	3434	5265	3811	6657
ANXA13	3505	5518	4790	4259	625	3771	4312	1190	9139	4970	8784
ANXA2	4484	5568	2964	2187	2075	1701	3059	2035	5022	3318	5024
ANXA2P1	81	108	62	50	41	58	81	44	87	42	98
ANXA2P2	7655	9117	5225	4170	3109	3054	5140	3472	6496	4766	9072
ANXA2P3	9	13	9	9	6	17	8	8	7	6	13
ANXA3	1475	2435	1055	872	114	547	505	702	258	166	439
ANXA4	12034	11038	5864	4519	1034	2763	3914	2185	5410	3345	6852
ANXA5	6276	7324	5549	5711	3977	3639	4332	4185	2757	2009	2362
ANXA6	4706	4304	5241	6287	7619	5302	5890	6528	1916	1730	1468
ANXA7	1410	1927	1181	1038	558	840	880	1252	1324	1066	1411
ANXA8	0	0	0	0	0	0	0	0	0	0	0
ANXA8L1	0	0	0	0	0	0	0	0	0	0	0
ANXA8L2	0	0	0	0	0	0	0	0	0	0	2
ANXA9	184	124	124	82	51	89	92	147	159	123	100
AOAH	12	23	2	3	1	38	7	452	368	321	500
AOC2	3	1	7	11	2	7	9	12	14	20	10
AOC3	2094	926	2906	3078	2130	2169	3800	5609	1315	1317	697
AOC4	5	2	4	8	3	3	2	6	1	5	1
AOX1	53	75	34	30	15	14	6	81	47	66	42
AOX2P	3	0	0	0	0	0	0	0	0	0	0
AP1AR	393	343	469	325	22	111	70	182	460	289	481
AP1B1	3537	1797	2754	2300	792	1821	1832	2038	2978	2267	2833
AP1B1P1	0	0	0	0	0	0	0	0	0	1	0
AP1G1	2093	1059	1833	1534	271	650	735	1199	1461	1321	1950
AP1G2	1800	1376	1617	1011	353	1023	1108	722	1541	1639	1307
AP1M1	947	786	892	949	798	716	951	966	1356	812	1434
AP1M2	2089	1934	1450	1128	300	1224	1368	631	1613	1243	2108
AP1S1	1183	1722	746	659	660	789	1079	449	898	793	1027
AP1S2	180	137	154	178	50	57	79	329	128	125	85
AP1S3	67	80	53	36	5	10	23	36	171	108	139
AP2A1	2087	1235	1851	1803	1833	1544	1915	1420	1864	1353	2028
AP2A2	2054	1165	1975	1662	695	1362	1685	1659	1963	1448	1891
AP2B1	3738	2005	3203	3034	1204	1520	2561	3137	2770	2272	3462
AP2M1	5211	4736	4997	4429	3511	3407	4228	4798	5496	3725	5537
AP2S1	1369	2054	1238	1009	1458	1397	1564	1012	1597	833	1269
AP3B1	1207	558	990	908	258	322	459	809	748	666	1043
AP3B2	17	17	13	16	3	27	17	38	9	15	12
AP3D1	3072	1034	2922	2591	1282	2105	2644	2094	2300	2003	2654
AP3M1	990	757	998	787	218	400	529	925	704	571	914
AP3M2	332	243	290	177	157	181	254	401	232	199	173
AP3S1	381	532	420	341	260	167	264	397	767	561	782
AP3S2	39	32	44	43	15	18	35	34	31	28	39
AP4B1	311	330	226	202	106	161	156	256	378	272	299
AP4E1	164	92	197	158	25	35	61	183	199	134	228
AP4M1	377	389	255	171	206	203	264	234	348	229	341
AP4S1	135	126	110	99	53	51	86	133	74	54	63
AP5B1	582	203	608	474	201	484	382	340	525	406	757
APAF1	398	189	277	287	66	110	134	348	344	212	438
APBA1	169	38	125	116	104	91	122	235	67	132	74
APBA2	90	32	117	99	144	101	126	135	114	104	146
APBA3	304	338	286	183	269	275	380	256	370	205	320
APBB1	567	457	716	712	855	903	820	920	356	349	244
APBB1IP	27	10	2	0	0	2	6	237	352	307	305
APBB2	915	393	782	641	355	359	533	683	391	331	292
APBB3	238	203	258	132	176	165	192	230	212	259	194
APC	1511	403	941	972	211	365	491	856	888	766	950
APC2	165	100	199	178	153	183	156	307	144	136	206
APCDD1	269	187	276	235	254	269	287	423	169	130	162
APCDD1L	23	2	20	17	24	5	23	8	16	37	6
APCS	0	0	0	0	0	0	0	0	0	0	0
APEH	2046	2576	1620	1413	615	1125	1463	1182	1940	1351	2089
APEX1	2993	3835	2688	2202	1732	2345	3289	1992	2498	1619	2042
APEX2	589	523	471	393	250	403	579	369	567	349	650
APH1A	4469	5534	3743	2771	2064	3538	3416	2555	3919	2427	4344
APH1B	286	287	207	192	41	134	121	164	94	116	105
API5	1412	1309	1343	1084	253	439	619	1049	1167	966	1316
APIP	107	131	85	66	57	59	70	120	134	74	119
APITD1	91	92	81	69	30	30	53	53	91	72	69
APITD1-CORT	0	0	2	0	0	0	0	0	1	0	0
APLF	45	25	49	32	9	22	28	33	28	21	14
APLN	623	2446	184	75	38	72	105	102	26	40	29
APLNR	862	347	537	209	97	62	279	2051	534	476	323
APLP1	157	71	99	134	423	126	143	218	59	69	48
APLP2	13929	9552	10955	10036	3620	6779	8372	7936	13155	10137	14275
APOA1	22131	73258	42784	43816	4205	65332	8062	4702	170820	71433	132753
APOA1BP	1194	2388	1126	912	825	1345	1232	663	1302	729	1323
APOA2	2	40	27	22	0	40	20	4	0	1	0
APOA4	14601	59004	95828	87079	3304	74015	1862	12844	205842	109172	320967
APOA5	2	6	4	6	0	13	3	0	4	4	11
APOB	18837	9696	44384	49155	728	20803	2445	9409	116413	98665	95004
APOBEC1	162	483	205	232	16	164	25	94	1376	839	1601
APOBEC2	54	116	110	71	17	80	24	44	100	70	80
APOBEC3A	1	2	1	0	0	0	2	9	4	3	5
APOBEC3B	149	123	151	110	58	76	125	69	63	35	77
APOBEC3C	391	332	251	282	233	204	314	343	191	111	203
APOBEC3D	98	82	50	42	33	62	68	78	119	72	134
APOBEC3F	190	148	103	101	61	111	126	115	98	89	97
APOBEC3G	83	88	48	42	29	59	32	151	133	129	146
APOBEC3H	0	0	0	0	0	0	1	4	7	3	6
APOBEC4	1	0	1	0	0	0	0	0	1	1	1
APOBR	268	37	152	95	10	64	132	450	483	331	464
APOC1	85	143	67	60	85	145	104	96	157	170	133
APOC1P1	0	1	0	1	0	0	2	1	0	0	0
APOC2	0	0	0	0	0	0	0	0	0	0	0
APOC3	934	3093	5626	4015	124	5831	220	661	18164	7868	20424
APOC4	0	0	0	0	0	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0	0	0	0	0	0
APOD	153	351	67	65	54	84	68	339	302	327	160
APOE	1309	1501	517	503	4087	1631	1589	1325	713	1135	1127
APOF	0	1	0	0	0	0	1	0	0	0	3
APOH	412	625	1425	485	104	777	337	56	51	11	63
APOL1	1046	568	660	644	298	385	354	1216	1390	1224	1409
APOL2	820	543	961	459	397	524	454	790	1021	681	938
APOL3	72	45	49	33	39	18	39	632	797	531	654
APOL4	129	227	81	57	90	57	91	370	702	104	421
APOL5	3	6	0	0	0	0	1	2	0	1	0
APOL6	1751	801	1499	1184	94	450	476	1212	2359	1870	3017
APOLD1	614	266	251	292	67	93	402	874	433	1173	736
APOM	0	0	0	0	0	0	0	0	0	0	0
APOO	105	145	95	61	79	55	98	98	172	120	144
APOOL	344	186	250	241	41	104	106	261	196	179	263
APOPT1	476	751	384	325	372	427	425	346	495	295	465
APP	17332	8307	11553	11873	7580	4613	12267	13424	7227	7930	7351
APPBP2	618	491	742	562	197	250	325	612	426	430	541
APPL1	710	478	577	576	136	257	289	671	613	428	734
APPL2	1826	1720	1373	1042	310	626	703	758	1845	1472	2634
APRT	1527	2389	1241	1014	1336	1859	2017	967	1486	980	1389
APTX	404	497	426	309	168	277	335	346	457	270	355
AQP1	2417	2115	1789	1654	1774	591	2239	3881	4705	3219	3055
AQP10	111	167	217	254	24	99	11	64	10443	4081	9632
AQP11	164	309	176	236	51	115	68	109	1232	357	1312
AQP12A	0	1	0	0	0	0	0	2	5	3	0
AQP12B	1	1	1	0	0	0	0	0	1	0	0
AQP2	1	0	0	0	0	0	0	1	0	0	0
AQP3	1930	2587	2269	1929	258	2790	717	845	2669	1932	3837
AQP4	9	12	1	5	2	2	1	1	1	2	1
AQP5	233	17	9	6	14	13	6	7	0	0	0
AQP6	0	4	4	2	3	11	0	11	0	1	0
AQP7	302	328	402	249	37	271	91	102	730	373	761
AQP7P1	4	0	2	3	0	0	0	0	2	3	3
AQP7P3	1	0	1	3	0	0	1	3	1	1	0
AQP8	184	221	187	346	3	326	24	0	1	1	0
AQP9	0	1	0	0	0	0	1	27	18	48	3
AQPEP	0	3	6	1	4	0	0	1	5	28	6
AQR	881	446	804	736	178	365	453	593	555	479	672
AR	48	25	46	74	44	26	3	55	31	41	17
ARAF	1403	920	1053	909	601	809	904	965	1232	902	1344
ARAP1	2329	970	1971	1663	1325	1310	1951	2019	1948	1770	1742
ARAP2	430	192	458	349	16	94	72	217	580	439	818
ARAP3	1269	409	694	581	230	526	759	503	211	263	187
ARC	8	1	3	0	4	3	5	82	27	30	30
